site_ref,site_name,site_lat,site_lon,site_alt,obs_source,obs_station_id,obs_station_url,obs_station_distance_m,obs_station_tier,obs_station_qc,obs_station_last_obs_epoch,generated_utc
ansg:lz-21,Landing,-35.223804,148.913470,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-213,Landing,-16.652881,145.568321,,wu-pws,,,,,,,2026-09-08T22:24:16Z
pge:7596-lz,Landing,-32.357866,151.295072,180,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-229,Landing,-38.551293,143.985186,,wu-pws,ILORNE15,https://www.wunderground.com/dashboard/pws/ILORNE15,724,nearby,-1,1788794880,2026-09-08T22:24:16Z
ansg:lz-230,Preferred landing,-38.481588,145.016203,,wu-pws,IFLINDER3,https://www.wunderground.com/dashboard/pws/IFLINDER3,551,nearby,-1,1788842624,2026-09-08T22:24:16Z
ansg:lz-235,Ringer Reef Winery,-36.689312,146.907174,,wu-pws,IPOREP3,https://www.wunderground.com/dashboard/pws/IPOREP3,1162,nearby,1,1788830464,2026-09-08T22:24:16Z
ansg:lz-24,Landing,-35.480136,149.095964,,wu-pws,ICANBE717,https://www.wunderground.com/dashboard/pws/ICANBE717,574,nearby,1,1788772992,2026-09-08T22:24:16Z
ansg:lz-246,Dalbosco's,-36.700348,146.905177,,wu-pws,IPOREP2,https://www.wunderground.com/dashboard/pws/IPOREP2,600,nearby,1,1788781568,2026-09-08T22:24:16Z
pge:11487-lz,Mount Blackheath Primary LZ,-33.632477,150.253996,700,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-26,Porepunkah Airstrip,-36.716989,146.890335,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-265,Landing,-37.082723,145.178332,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-269,Hood’s LZ,-36.681285,147.176161,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-275,Seymour’s LZ,-36.586320,147.094541,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-276,Pat Mac's LZ,-36.642935,147.125163,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-277,Tawonga Reserve,-36.661379,147.134439,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-28,The Burrs,-36.705227,146.853028,,wu-pws,IPOREP6,https://www.wunderground.com/dashboard/pws/IPOREP6,1700,nearby,1,1788794752,2026-09-08T22:24:16Z
ansg:lz-290,Airfield,-36.182526,147.895841,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-294,MacDonald’s LZ,-36.574835,147.100107,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-296,Landing,-37.034053,145.991043,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-298,Landing,-35.143651,149.096522,,wu-pws,ICANBE978,https://www.wunderground.com/dashboard/pws/ICANBE978,1076,nearby,1,1788855168,2026-09-08T22:24:16Z
ansg:lz-299,Landing,-35.148761,149.094190,,wu-pws,ICANBE506,https://www.wunderground.com/dashboard/pws/ICANBE506,848,nearby,1,1788819200,2026-09-08T22:24:16Z
ansg:lz-3,East HG,-30.671238,150.635151,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-30,Bombout- Sheffield Rd,-37.838562,145.327734,,wu-pws,IMELBO6086,https://www.wunderground.com/dashboard/pws/IMELBO6086,1148,nearby,-1,1788840064,2026-09-08T22:24:16Z
ansg:lz-31,Retarding Basin,-37.844366,145.315848,,wu-pws,IMELBO1232,https://www.wunderground.com/dashboard/pws/IMELBO1232,293,nearby,1,1788818560,2026-09-08T22:24:16Z
ansg:lz-314,Bottom Landing (Mar 2023),-35.104275,149.377274,,wu-pws,ILAKEG1,https://www.wunderground.com/dashboard/pws/ILAKEG1,668,nearby,1,1788780800,2026-09-08T22:24:16Z
ansg:lz-315,Main Take Off,-35.103748,149.375481,,wu-pws,ILAKEG1,https://www.wunderground.com/dashboard/pws/ILAKEG1,538,nearby,1,1788780800,2026-09-08T22:24:16Z
ansg:lz-321,Andrew’s LZ,-36.709220,146.965619,,wu-pws,IBRIGH70,https://www.wunderground.com/dashboard/pws/IBRIGH70,1428,nearby,1,1788852608,2026-09-08T22:24:16Z
ansg:lz-322,West Paddock,-37.438331,143.810173,,wu-pws,IBALDH3,https://www.wunderground.com/dashboard/pws/IBALDH3,1278,nearby,1,1788807168,2026-09-08T22:24:16Z
ansg:lz-323,East Paddock,-37.443068,143.829601,,wu-pws,IBALDH3,https://www.wunderground.com/dashboard/pws/IBALDH3,1262,nearby,1,1788807168,2026-09-08T22:24:16Z
ansg:lz-34,Mt Emu LZ - Baird's,-36.701377,147.185989,,wu-pws,,,,,,,2026-09-08T22:24:16Z
ansg:lz-341,Big shelf,-28.123190,153.204757,,wu-pws,IBEECH47,https://www.wunderground.com/dashboard/pws/IBEECH47,615,nearby,1,1783067520,2026-09-08T22:24:16Z
