id,ref,name,longitude,latitude,altitude,country,wind_n,wind_ne,wind_e,wind_se,wind_s,wind_sw,wind_w,wind_nw,source,closed,site_type,tow,site_group,primary
16528,pge:17967-lz,Mubarak Village II Landing,66.671000,24.852200,39,pk,0,0,0,0,0,0,0,0,pge:17967-lz,,landing,0,pge:17967,pge
16529,pge:17970-lz,Osiyan dune Landing,72.899600,26.725700,326,in,0,0,0,0,0,0,0,0,pge:17970-lz,,landing,0,pge:17970,pge
16530,pge:17972-lz,Nicostarten Landing,6.134400,59.170800,75,no,0,0,0,0,0,0,0,0,pge:17972-lz,,landing,0,pge:17972,pge
16531,pge:17973-lz,Bassano - Stella Alpina Landing,11.785000,45.806800,160,it,0,0,0,0,0,0,0,0,pge:17973-lz,,landing,0,pge:17973,pge
16532,pge:17975-lz,Petite neigette Landing,-68.310000,48.452700,85,ca,0,0,0,0,0,0,0,0,pge:17975-lz,,landing,0,pge:17975,pge
16533,pge:17976-lz,Tulancingo Landing,-98.298200,20.146200,2240,mx,0,0,0,0,0,0,0,0,pge:17976-lz,,landing,0,pge:17976,pge
16534,pge:17977-lz,Mali Kalnik Landing,16.410400,46.117000,274,hr,0,0,0,0,0,0,0,0,pge:17977-lz,,landing,0,pge:17977,pge
16535,pge:17986-lz,Littigheddu Landing,8.767000,40.882300,124,it,0,0,0,0,0,0,0,0,pge:17986-lz,,landing,0,pge:17986,pge
16536,pge:18016-lz,Montellano Landing,-5.539260,37.006500,327,es,0,0,0,0,0,0,0,0,pge:18016-lz,,landing,0,pge:18016,pge
16537,pge:18039-lz,Alabama Hills Landing,-118.132000,36.670800,1260,us,0,0,0,0,0,0,0,0,pge:18039-lz,,landing,0,pge:18039,pge
16538,pge:18090-lz,Point Possesion Bluffs Landing,-150.313000,60.988100,1,us,0,0,0,0,0,0,0,0,pge:18090-lz,,landing,0,pge:18090,pge
16539,pge:18091-lz,"Golgothas, Arnissa Keraies Landing",21.833400,40.770700,522,gr,0,0,0,0,0,0,0,0,pge:18091-lz,,landing,0,pge:18091,pge
16540,pge:18094-lz,Storojevoe Landing,39.205800,51.221000,83,ru,0,0,0,0,0,0,0,0,pge:18094-lz,,landing,0,pge:18094,pge
16541,pge:18095-lz,Uçmakdere 250 Landing,27.391300,40.805000,1,tr,0,0,0,0,0,0,0,0,pge:18095-lz,,landing,0,pge:18095,pge
16542,pge:18096-lz,Uçmakdere 550 Landing,27.391000,40.804100,4,tr,0,0,0,0,0,0,0,0,pge:18096-lz,,landing,0,pge:18096,pge
16543,pge:18098-lz,mont Moiran Landing,6.349450,47.622000,374,fr,0,0,0,0,0,0,0,0,pge:18098-lz,,landing,0,pge:18098,pge
16544,pge:18100-lz,Belltall Landing,1.207000,41.487200,648,es,0,0,0,0,0,0,0,0,pge:18100-lz,,landing,0,pge:18100,pge
16545,pge:18101-lz,Kreminne Landing,27.605300,48.488200,64,ua,0,0,0,0,0,0,0,0,pge:18101-lz,,landing,0,pge:18101,pge
16546,pge:18102-lz,Cazan Landing,25.448600,44.964400,302,ro,0,0,0,0,0,0,0,0,pge:18102-lz,,landing,0,pge:18102,pge
16547,pge:18103-lz,doftana negrasu Landing,25.723500,45.337000,762,ro,0,0,0,0,0,0,0,0,pge:18103-lz,,landing,0,pge:18103,pge
16548,pge:18104-lz,posada Landing,25.662200,45.293800,983,ro,0,0,0,0,0,0,0,0,pge:18104-lz,,landing,0,pge:18104,pge
16549,pge:18105-lz,Plesuva Landing,25.602600,45.257100,847,ro,0,0,0,0,0,0,0,0,pge:18105-lz,,landing,0,pge:18105,pge
16550,pge:18106-lz,COTA 2000 Landing,25.545600,45.371000,846,ro,0,0,0,0,0,0,0,0,pge:18106-lz,,landing,0,pge:18106,pge
16551,pge:18107-lz,Dealul Frumos Landing,25.397700,45.175800,589,ro,0,0,0,0,0,0,0,0,pge:18107-lz,,landing,0,pge:18107,pge
16552,pge:18108-lz,San Bernardo di Mendatica Landing,7.809600,44.078200,680,it,0,0,0,0,0,0,0,0,pge:18108-lz,,landing,0,pge:18108,pge
16553,pge:18109-lz,The Hags' Teeth Landing,-9.710500,52.026800,179,ie,0,0,0,0,0,0,0,0,pge:18109-lz,,landing,0,pge:18109,pge
16554,pge:18110-lz,The Windy Gap Landing,-9.906400,52.023000,100,ie,0,0,0,0,0,0,0,0,pge:18110-lz,,landing,0,pge:18110,pge
16555,pge:18111-lz,Kozliv Landing,27.508400,48.495000,75,ua,0,0,0,0,0,0,0,0,pge:18111-lz,,landing,0,pge:18111,pge
16556,pge:18112-lz,Le Colombier Landing,6.095300,45.649700,943,fr,0,0,0,0,0,0,0,0,pge:18112-lz,,landing,0,pge:18112,pge
16557,pge:18113-lz,Rutovu Landing,29.857700,-3.915000,1869,bi,0,0,0,0,0,0,0,0,pge:18113-lz,,landing,0,pge:18113,pge
16558,pge:18114-lz,Mutumba Landing,29.345400,-3.616200,773,bi,0,0,0,0,0,0,0,0,pge:18114-lz,,landing,0,pge:18114,pge
16559,pge:18115-lz,Kabezi Landing,29.346900,-3.503100,814,bi,0,0,0,0,0,0,0,0,pge:18115-lz,,landing,0,pge:18115,pge
16560,pge:18116-lz,Tulum Landing,-87.430300,20.209900,1,mx,0,0,0,0,0,0,0,0,pge:18116-lz,,landing,0,pge:18116,pge
16561,pge:18117-lz,Boca Paila Dune Landing,-87.475200,20.089100,1,mx,0,0,0,0,0,0,0,0,pge:18117-lz,,landing,0,pge:18117,pge
16562,pge:18168-lz,Kroczewo Landing,20.541500,52.472700,100,pl,0,0,0,0,0,0,0,0,pge:18168-lz,,landing,0,pge:18168,pge
16563,pge:18169-lz,Tsupivka Landing,36.152400,50.256900,141,ua,0,0,0,0,0,0,0,0,pge:18169-lz,,landing,0,pge:18169,pge
16564,pge:18171-lz,Pedana Delta 3 Landing,12.143800,42.345800,515,it,0,0,0,0,0,0,0,0,pge:18171-lz,,landing,0,pge:18171,pge
16565,pge:18172-lz,Orekhovaya gora (Avrora) Landing,30.123600,59.691700,100,ru,0,0,0,0,0,0,0,0,pge:18172-lz,,landing,0,pge:18172,pge
16566,pge:18174-lz,yedi gez Landing,45.000000,36.000000,477,ir,0,0,0,0,0,0,0,0,pge:18174-lz,,landing,0,pge:18174,pge
16567,pge:18177-lz,Rishon LeZion Landing,34.733900,32.001100,16,il,0,0,0,0,0,0,0,0,pge:18177-lz,,landing,0,pge:18177,pge
16568,pge:18181-lz,Geno Land,56.154200,27.349800,308,ir,0,0,0,0,0,0,0,0,pge:18181-lz,,landing,0,pge:18181;pge:19756,pge
16569,pge:18191-lz,Beigua Landing,8.664000,44.390500,5,it,0,0,0,0,0,0,0,0,pge:18191-lz,,landing,0,pge:18191,pge
16570,pge:18197-lz,Le Prorel Landing,6.607250,44.872300,1173,fr,0,0,0,0,0,0,0,0,pge:18197-lz,,landing,0,pge:18197,pge
16571,pge:18240-lz,"Ghayabari Tea Garden, Kurseong Landing",88.294400,26.850200,624,in,0,0,0,0,0,0,0,0,pge:18240-lz,,landing,0,pge:18240,pge
16572,pge:18241-lz,Balj Landing,19.789200,42.743800,700,me,0,0,0,0,0,0,0,0,pge:18241-lz,,landing,0,pge:18241,pge
16573,pge:18250-lz,Marros Landing,-4.608900,51.741900,124,gb,0,0,0,0,0,0,0,0,pge:18250-lz,,landing,0,pge:18250,pge
16574,pge:18252-lz,Karnobat Landing,27.014400,42.647000,228,bg,0,0,0,0,0,0,0,0,pge:18252-lz,,landing,0,pge:18252,pge
16575,pge:18254-lz,Kraimorie Landing,27.484700,42.453500,0,bg,0,0,0,0,0,0,0,0,pge:18254-lz,,landing,0,pge:18254,pge
16576,pge:18255-lz,Veselie Landing,27.634000,42.325100,58,bg,0,0,0,0,0,0,0,0,pge:18255-lz,,landing,0,pge:18255,pge
16577,pge:18292-lz,Puerto Naos Landing,-17.908600,28.584500,9,es,0,0,0,0,0,0,0,0,pge:18292-lz,,landing,0,pge:18292,pge
16578,pge:18314-lz,Krutaja Hara (Anoshki) Landing,27.868000,54.087000,200,by,0,0,0,0,0,0,0,0,pge:18314-lz,,landing,0,pge:18314,pge
16579,pge:18316-lz,Col du Sapenay 'Le Belvedere' Landing,5.829170,45.828300,230,fr,0,0,0,0,0,0,0,0,pge:18316-lz,,landing,0,pge:18316,pge
16580,pge:18320-lz,Agras Landing,21.989300,40.807900,479,gr,0,0,0,0,0,0,0,0,pge:18320-lz,,landing,0,pge:18320,pge
16581,pge:18324-lz,Almagarinos Landing,-6.251920,42.673100,900,es,0,0,0,0,0,0,0,0,pge:18324-lz,,landing,0,pge:18324,pge
16582,pge:18325-lz,Aterrizaje Barranco,-2.458520,42.385000,468,es,0,0,0,0,0,0,0,0,pge:18325-lz,,landing,0,pge:18325,pge
16583,pge:18327-lz,Canamero Landing,-5.371310,39.362300,618,es,0,0,0,0,0,0,0,0,pge:18327-lz,,landing,0,pge:18327,pge
16584,pge:18329-lz,Berge Landing,6.006940,59.664200,110,no,0,0,0,0,0,0,0,0,pge:18329-lz,,landing,0,pge:18329,pge
16585,pge:18332-lz,Chiaramonti Landing,8.809800,40.754000,289,it,0,0,0,0,0,0,0,0,pge:18332-lz,,landing,0,pge:18332,pge
16586,pge:18333-lz,Bambi Landing,30.299000,-25.485000,1387,za,0,0,0,0,0,0,0,0,pge:18333-lz,,landing,0,pge:18333,pge
16587,pge:18339-lz,morlaca Landing,22.922700,46.866900,600,ro,0,0,0,0,0,0,0,0,pge:18339-lz,,landing,0,pge:18339,pge
16588,pge:18340-lz,Rampa do Unhudo Landing,-48.423400,-22.480300,507,br,0,0,0,0,0,0,0,0,pge:18340-lz,,landing,0,pge:18340,pge
16589,pge:18342-lz,Coopers ('Thermal Rise') Landing,-118.967000,50.265600,492,ca,0,0,0,0,0,0,0,0,pge:18342-lz,,landing,0,pge:18342,pge
16590,pge:18343-lz,Pajariel Landing,-6.606600,42.541700,490,es,0,0,0,0,0,0,0,0,pge:18343-lz,,landing,0,pge:18343,pge
16591,pge:18344-lz,San Pedro de Troones Landing,-6.824100,42.416400,380,es,0,0,0,0,0,0,0,0,pge:18344-lz,,landing,0,pge:18344,pge
16592,pge:18346-lz,Faleza Cernatesti Landing,26.751700,45.252500,132,ro,0,0,0,0,0,0,0,0,pge:18346-lz,,landing,0,pge:18346,pge
16593,pge:18348-lz,Monte Ossoni Landing,8.771300,40.914400,33,it,0,0,0,0,0,0,0,0,pge:18348-lz,,landing,0,pge:18348,pge
16594,pge:18351-lz,Takayama East Landing,133.927000,34.048400,68,jp,0,0,0,0,0,0,0,0,pge:18351-lz,,landing,0,pge:18351,pge
16595,pge:18354-lz,Le Grand Morne Landing,-71.111300,46.140100,374,ca,0,0,0,0,0,0,0,0,pge:18354-lz,,landing,0,pge:18354,pge
16596,pge:18358-lz,Bukit Batu Reput Landing,100.277000,6.605900,86,my,0,0,0,0,0,0,0,0,pge:18358-lz,,landing,0,pge:18358,pge
16597,pge:18373-lz,Podkonické pleše Landing,19.246700,48.801000,517,sk,0,0,0,0,0,0,0,0,pge:18373-lz,,landing,0,pge:18373,pge
16598,pge:18383-lz,KILIÃ‡KAYA Landing,30.436100,40.487600,1142,tr,0,0,0,0,0,0,0,0,pge:18383-lz,,landing,0,pge:18383,pge
16599,pge:18384-lz,Kustilj Landing,21.396600,45.038900,83,rs,0,0,0,0,0,0,0,0,pge:18384-lz,,landing,0,pge:18384,pge
16600,pge:18385-lz,Djakov vrh Landing,21.349300,45.111400,188,rs,0,0,0,0,0,0,0,0,pge:18385-lz,,landing,0,pge:18385,pge
16601,pge:18386-lz,Monte Littu Landing,8.989600,40.556600,568,it,0,0,0,0,0,0,0,0,pge:18386-lz,,landing,0,pge:18386,pge
16602,pge:18387-lz,La croupe de charance Landing,6.002850,44.561600,1178,fr,0,0,0,0,0,0,0,0,pge:18387-lz,,landing,0,pge:18387,pge
16603,pge:18388-lz,Frangokastello,24.233700,35.180800,1,gr,0,0,0,0,0,0,0,0,pge:18388-lz,,landing,0,pge:18388,pge
16604,pge:18389-lz,Mum Landing,-9.552400,53.512900,11,ie,0,0,0,0,0,0,0,0,pge:18389-lz,,landing,0,pge:18389,pge
16605,pge:18391-lz,Hoskote Lake Bed Landing,77.767900,13.070200,859,in,0,0,0,0,0,0,0,0,pge:18391-lz,,landing,0,pge:18391,pge
16606,pge:18392-lz,Captain Hill Yadamadu Landing,77.496900,12.739100,711,in,0,0,0,0,0,0,0,0,pge:18392-lz,,landing,0,pge:18392,pge
16607,pge:18393-lz,Raghav Hill Landing,78.028400,12.216600,533,in,0,0,0,0,0,0,0,0,pge:18393-lz,,landing,0,pge:18393,pge
16608,pge:18428-lz,S.Antonio - Costa del Mito Landing,15.332300,40.016200,0,it,0,0,0,0,0,0,0,0,pge:18428-lz,,landing,0,pge:18428,pge
16609,pge:18451-lz,Malolaczniak Landing,19.982400,49.283300,924,pl,0,0,0,0,0,0,0,0,pge:18451-lz,,landing,0,pge:18451,pge
16610,pge:18485-lz,Col de Baure Landing,5.841600,45.265700,458,fr,0,0,0,0,0,0,0,0,pge:18485-lz,,landing,0,pge:18485,pge
16611,pge:18494-lz,Horse Heaven Landing,-111.872000,39.507200,1634,us,0,0,0,0,0,0,0,0,pge:18494-lz,,landing,0,pge:18494,pge
16612,pge:18608-lz,Rutovu - Ouest Landing,29.867900,-3.941110,1924,bi,0,0,0,0,0,0,0,0,pge:18608-lz,,landing,0,pge:18608,pge
16613,pge:18611-lz,Imsouane Landing,-9.820600,30.848000,38,ma,0,0,0,0,0,0,0,0,pge:18611-lz,,landing,0,pge:18611,pge
16614,pge:18612-lz,Deniz Tepe Landing,28.705400,44.998500,35,ro,0,0,0,0,0,0,0,0,pge:18612-lz,,landing,0,pge:18612,pge
16615,pge:18613-lz,Cheoc-Van Beach Landing,113.561000,22.113400,12,mo,0,0,0,0,0,0,0,0,pge:18613-lz,,landing,0,pge:18613,pge
16616,pge:18616-lz,Broome Cable Beach Landing,122.210000,-17.929500,13,au,0,0,0,0,0,0,0,0,pge:18616-lz,,landing,0,pge:18616,pge
16617,pge:18617-lz,Kanemi-dake Landing,131.066000,31.671100,186,jp,0,0,0,0,0,0,0,0,pge:18617-lz,,landing,0,pge:18617,pge
16618,pge:18618-lz,Aoshima Landing,131.488000,31.783000,3,jp,0,0,0,0,0,0,0,0,pge:18618-lz,,landing,0,pge:18618,pge
16619,pge:18620-lz,Diefenbaker Training Hill Landing,-123.073000,49.005400,47,ca,0,0,0,0,0,0,0,0,pge:18620-lz,,landing,0,pge:18620,pge
16620,pge:18622-lz,Rabbit Hill Landing,115.030000,-33.633500,33,au,0,0,0,0,0,0,0,0,pge:18622-lz,,landing,0,pge:18622,pge
16621,pge:18623-lz,Lough Navar Landing,-7.944100,54.468000,61,ie,0,0,0,0,0,0,0,0,pge:18623-lz,,landing,0,pge:18623,pge
16622,pge:18632-lz,Busot Landing,-0.403876,38.482600,242,es,0,0,0,0,0,0,0,0,pge:18632-lz,,landing,0,pge:18632,pge
16623,pge:18656-lz,Jaworzyna Krynicka Landing,20.926000,49.415200,639,pl,0,0,0,0,0,0,0,0,pge:18656-lz,,landing,0,pge:18656,pge
16624,pge:18666-lz,Silivri Falezler Landing,28.251300,41.068400,51,tr,0,0,0,0,0,0,0,0,pge:18666-lz,,landing,0,pge:18666,pge
16625,pge:18670-lz,Ciglio - Cardile Landing,15.250000,40.264300,488,it,0,0,0,0,0,0,0,0,pge:18670-lz,,landing,0,pge:18670,pge
16626,pge:18673-lz,Mason's LZ,-78.497600,38.720500,290,us,0,0,0,0,0,0,0,0,pge:18673-lz,,landing,0,pge:18673,pge
16627,pge:18680-lz,Quinns Beach Launch Landing,115.689000,-31.663200,0,au,0,0,0,0,0,0,0,0,pge:18680-lz,,landing,0,pge:18680,pge
16628,pge:18684-lz,montelago Landing,13.024000,43.130000,467,it,0,0,0,0,0,0,0,0,pge:18684-lz,,landing,0,pge:18684,pge
16629,pge:18686-lz,Contos Landing,115.003000,-34.083600,15,au,0,0,0,0,0,0,0,0,pge:18686-lz,,landing,0,pge:18686,pge
16630,pge:18687-lz,Mombarone Landing,7.847300,45.521900,256,it,0,0,0,0,0,0,0,0,pge:18687-lz,,landing,0,pge:18687,pge
16631,pge:18688-lz,Carosello 3000 (Livigno) Landing,10.121200,46.519100,1892,it,0,0,0,0,0,0,0,0,pge:18688-lz,,landing,0,pge:18688,pge
16632,pge:18690-lz,Carn Liath Landing,-3.792770,56.782600,340,gb,0,0,0,0,0,0,0,0,pge:18690-lz,,landing,0,pge:18690,pge
16633,pge:18692-lz,Herif Landing,50.269200,36.449300,1108,ir,0,0,0,0,0,0,0,0,pge:18692-lz,,landing,0,pge:18692,pge
16634,pge:18693-lz,Abyek Landing,50.555300,36.029900,1243,ir,0,0,0,0,0,0,0,0,pge:18693-lz,,landing,0,pge:18693,pge
16635,pge:18696-lz,Soggy Bottom Landing,-3.082900,50.798400,107,gb,0,0,0,0,0,0,0,0,pge:18696-lz,,landing,0,pge:18696,pge
16636,pge:18698-lz,Imbabura volcano Landing,-78.128500,0.342100,2208,ec,0,0,0,0,0,0,0,0,pge:18698-lz,,landing,0,pge:18698,pge
16637,pge:18700-lz,Parque Ecológico Landing,-35.700100,-9.625100,53,br,0,0,0,0,0,0,0,0,pge:18700-lz,,landing,0,pge:18700,pge
16638,pge:18701-lz,Palamaggio Landing,14.309700,41.132900,35,it,0,0,0,0,0,0,0,0,pge:18701-lz,,landing,0,pge:18701,pge
16639,pge:18772-lz,Alagoa Grande (PB) Landing,-35.637400,-7.049610,130,br,0,0,0,0,0,0,0,0,pge:18772-lz,,landing,0,pge:18772,pge
16640,pge:18774-lz,Bonamanzi Lodge Landing,29.839800,-25.157400,1066,za,0,0,0,0,0,0,0,0,pge:18774-lz,,landing,0,pge:18774,pge
16641,pge:18775-lz,Morrote dos Paim Landing,-44.853800,-22.867800,927,br,0,0,0,0,0,0,0,0,pge:18775-lz,,landing,0,pge:18775,pge
16642,pge:18776-lz,"Hijauan Heights, Pedas Landing",102.043000,2.647000,86,my,0,0,0,0,0,0,0,0,pge:18776-lz,,landing,0,pge:18776,pge
16643,pge:18777-lz,Haeckel Hill Landing,-135.224000,60.740100,1175,ca,0,0,0,0,0,0,0,0,pge:18777-lz,,landing,0,pge:18777,pge
16644,pge:18778-lz,Schwatka Lake Landing,-135.032000,60.692600,648,ca,0,0,0,0,0,0,0,0,pge:18778-lz,,landing,0,pge:18778,pge
16645,pge:18779-lz,Long Reef SE Landing,151.313000,-33.742300,9,au,0,0,0,0,0,0,0,0,pge:18779-lz,,landing,0,pge:18779,pge
16646,pge:18780-lz,Nadbugskoe Landing,31.859300,47.002600,4,ua,0,0,0,0,0,0,0,0,pge:18780-lz,,landing,0,pge:18780,pge
16647,pge:18781-lz,Havelock Landing,-65.297500,45.986200,125,ca,0,0,0,0,0,0,0,0,pge:18781-lz,,landing,0,pge:18781,pge
16648,pge:18782-lz,Lensamansstarten Landing,6.190400,59.156700,15,no,0,0,0,0,0,0,0,0,pge:18782-lz,,landing,0,pge:18782,pge
16649,pge:18783-lz,Cariacica - Rampa Rancho Pedra Negra (ES) Landing,-40.457200,-20.241100,77,br,0,0,0,0,0,0,0,0,pge:18783-lz,,landing,0,pge:18783,pge
16650,pge:18784-lz,Kuala Kubu Bharu Landing,101.675000,3.544550,59,my,0,0,0,0,0,0,0,0,pge:18784-lz,,landing,0,pge:18784,pge
16651,pge:18785-lz,Voinesti Landing,27.437300,47.064400,160,ro,0,0,0,0,0,0,0,0,pge:18785-lz,,landing,0,pge:18785,pge
16652,pge:18786-lz,Margone Landing,10.965000,46.068700,930,it,0,0,0,0,0,0,0,0,pge:18786-lz,,landing,0,pge:18786,pge
16653,pge:18788-lz,Hagelstein (Upper Klamath Lake) Landing,-121.812000,42.381300,1264,us,0,0,0,0,0,0,0,0,pge:18788-lz,,landing,0,pge:18788,pge
16654,pge:18789-lz,brizon Landing,6.445300,46.063100,469,fr,0,0,0,0,0,0,0,0,pge:18789-lz,,landing,0,pge:18789,pge
16655,pge:18790-lz,LHDK Dunakeszi Landing,19.140000,47.614000,126,hu,0,0,0,0,0,0,0,0,pge:18790-lz,,landing,0,pge:18790,pge
16656,pge:18791-lz,Les Gypières Landing,5.684440,43.267200,162,fr,0,0,0,0,0,0,0,0,pge:18791-lz,,landing,0,pge:18791;pge:18792,pge
16657,pge:18793-lz,CUGES SOUTH LANDING,5.683950,43.267100,163,fr,0,0,0,0,0,0,0,0,pge:18793-lz,,landing,0,pge:18793,pge
16658,pge:18795-lz,Landing WEST SOUTH,5.690720,43.272900,166,fr,0,0,0,0,0,0,0,0,pge:18795-lz,,landing,0,pge:18795,pge
16659,pge:18798-lz,Goat Peak (Mazama) Landing,-120.402000,48.594700,644,us,0,0,0,0,0,0,0,0,pge:18798-lz,,landing,0,pge:18798,pge
16660,pge:18801-lz,NFC-2 Winch Site Landing,74.153000,31.357200,206,pk,0,0,0,0,0,0,0,0,pge:18801-lz,,landing,0,pge:18801,pge
16661,pge:18802-lz,Flying Paradise Tin Tin Landing,23.158700,37.617700,7,gr,0,0,0,0,0,0,0,0,pge:18802-lz,,landing,0,pge:18802,pge
16662,pge:18803-lz,Dezize Landing,4.662800,46.910900,346,fr,0,0,0,0,0,0,0,0,pge:18803-lz,,landing,0,pge:18803,pge
16663,pge:18807-lz,Nine Stones Landing,-6.794900,52.638100,419,ie,0,0,0,0,0,0,0,0,pge:18807-lz,,landing,0,pge:18807,pge
16664,pge:18808-lz,Mont Dardon Landing,4.032220,46.678100,391,fr,0,0,0,0,0,0,0,0,pge:18808-lz,,landing,0,pge:18808,pge
16665,pge:18809-lz,étampes Landing,2.156100,48.425800,7,fr,0,0,0,0,0,0,0,0,pge:18809-lz,,landing,0,pge:18809,pge
16666,pge:18810-lz,Dong Cao Landing,106.890000,21.406400,519,vn,0,0,0,0,0,0,0,0,pge:18810-lz,,landing,0,pge:18810,pge
16667,pge:18811-lz,Collet de Tat - Superdevoluy Landing,5.908900,44.693400,1471,fr,0,0,0,0,0,0,0,0,pge:18811-lz,,landing,0,pge:18811,pge
16668,pge:18813-lz,hiketa Landing,134.435000,34.207800,3,jp,0,0,0,0,0,0,0,0,pge:18813-lz,,landing,0,pge:18813,pge
16669,pge:18814-lz,nio Landing,133.649000,34.189400,4,jp,0,0,0,0,0,0,0,0,pge:18814-lz,,landing,0,pge:18814,pge
16670,pge:18815-lz,Tyler's Bay Landing,-64.250900,46.232500,3,ca,0,0,0,0,0,0,0,0,pge:18815-lz,,landing,0,pge:18815,pge
16671,pge:18816-lz,Morro do Cal Landing,-49.553900,-25.379900,900,br,0,0,0,0,0,0,0,0,pge:18816-lz,,landing,0,pge:18816,pge
16672,pge:18817-lz,sora_park Landing,137.186000,34.668300,10,jp,0,0,0,0,0,0,0,0,pge:18817-lz,,landing,0,pge:18817,pge
16673,pge:18819-lz,Campo Cecina Landing,10.091000,44.074000,85,it,0,0,0,0,0,0,0,0,pge:18819-lz,,landing,0,pge:18819,pge
16674,pge:18820-lz,Monsummano Alto Landing,10.807700,43.856800,16,it,0,0,0,0,0,0,0,0,pge:18820-lz,,landing,0,pge:18820,pge
16675,pge:18821-lz,Sumbra Landing,10.291800,44.106800,546,it,0,0,0,0,0,0,0,0,pge:18821-lz,,landing,0,pge:18821,pge
16676,pge:18822-lz,Praglia Landing,8.851500,44.527300,385,it,0,0,0,0,0,0,0,0,pge:18822-lz,,landing,0,pge:18822,pge
16677,pge:18823-lz,Jil Lae Landing,128.744000,35.228400,78,kr,0,0,0,0,0,0,0,0,pge:18823-lz,,landing,0,pge:18823,pge
16678,pge:18824-lz,Reyniès Landing,1.429080,43.926300,107,fr,0,0,0,0,0,0,0,0,pge:18824-lz,,landing,0,pge:18824,pge
16679,pge:18825-lz,kayalar Landing,33.079000,35.353000,5,cy,0,0,0,0,0,0,0,0,pge:18825-lz,,landing,0,pge:18825,pge
16680,pge:18827-lz,Tatlısu Landing,33.750000,35.393000,68,cy,0,0,0,0,0,0,0,0,pge:18827-lz,,landing,0,pge:18827,pge
16681,pge:18829-lz,Llico Bajo Landing,-73.843300,-41.304400,14,cl,0,0,0,0,0,0,0,0,pge:18829-lz,,landing,0,pge:18829,pge
16682,pge:18830-lz,panvel uran road Landing,73.084900,18.975800,162,in,0,0,0,0,0,0,0,0,pge:18830-lz,,landing,0,pge:18830,pge
16683,pge:18831-lz,Candi Dasa (Bali) Landing,115.579000,-8.514100,7,id,0,0,0,0,0,0,0,0,pge:18831-lz,,landing,0,pge:18831,pge
16684,pge:18834-lz,Kharman Kooh Landing,53.619900,29.132300,1514,ir,0,0,0,0,0,0,0,0,pge:18834-lz,,landing,0,pge:18834,pge
16685,pge:18835-lz,Hammers Landing,10.136100,61.192900,309,no,0,0,0,0,0,0,0,0,pge:18835-lz,,landing,0,pge:18835,pge
16686,pge:18836-lz,shekooh Landing,52.951000,29.231800,1522,ir,0,0,0,0,0,0,0,0,pge:18836-lz,,landing,0,pge:18836,pge
16687,pge:18837-lz,Goyler Landing,48.600000,40.450000,149,az,0,0,0,0,0,0,0,0,pge:18837-lz,,landing,0,pge:18837,pge
16688,pge:18838-lz,Burmarrad Landing,14.407800,35.931400,91,mt,0,0,0,0,0,0,0,0,pge:18838-lz,,landing,0,pge:18838,pge
16689,pge:18839-lz,Mtahleb Landing,14.347700,35.878500,113,mt,0,0,0,0,0,0,0,0,pge:18839-lz,,landing,0,pge:18839,pge
16690,pge:18840-lz,Zaozerje Landing,27.870000,54.175800,208,by,0,0,0,0,0,0,0,0,pge:18840-lz,,landing,0,pge:18840,pge
16691,pge:18841-lz,Morovis Landing,-66.439600,18.303800,77,pr,0,0,0,0,0,0,0,0,pge:18841-lz,,landing,0,pge:18841,pge
16692,pge:18842-lz,Rancho Guayama Landing,-66.215800,17.995400,45,pr,0,0,0,0,0,0,0,0,pge:18842-lz,,landing,0,pge:18842,pge
16693,pge:18844-lz,Salinas Landing,-66.239700,18.034300,78,pr,0,0,0,0,0,0,0,0,pge:18844-lz,,landing,0,pge:18844,pge
16694,pge:18845-lz,Caguas Landing,-66.032600,18.259900,56,pr,0,0,0,0,0,0,0,0,pge:18845-lz,,landing,0,pge:18845,pge
16695,pge:18846-lz,La casita Landing,-65.940200,18.254200,64,pr,0,0,0,0,0,0,0,0,pge:18846-lz,,landing,0,pge:18846,pge
16696,pge:18847-lz,Pajaros Landing,-65.833000,18.218500,98,pr,0,0,0,0,0,0,0,0,pge:18847-lz,,landing,0,pge:18847,pge
16697,pge:18848-lz,Ruen Landing,22.571900,42.825400,770,bg,0,0,0,0,0,0,0,0,pge:18848-lz,,landing,0,pge:18848,pge
16698,pge:18852-lz,katsuura Landing,134.524000,33.936500,28,jp,0,0,0,0,0,0,0,0,pge:18852-lz,,landing,0,pge:18852,pge
16699,pge:18854-lz,Bielmonte oasi zegna Landing,8.039960,45.627800,588,it,0,0,0,0,0,0,0,0,pge:18854-lz,,landing,0,pge:18854,pge
16700,pge:18855-lz,alhbalh club Landing,42.848700,18.040400,2436,sa,0,0,0,0,0,0,0,0,pge:18855-lz,,landing,0,pge:18855,pge
16701,pge:18856-lz,Orgiano-Polveriera Landing,11.470000,45.372700,19,it,0,0,0,0,0,0,0,0,pge:18856-lz,,landing,0,pge:18856,pge
16702,pge:18857-lz,Romitello Landing,13.145300,38.052200,223,it,0,0,0,0,0,0,0,0,pge:18857-lz,,landing,0,pge:18857,pge
16703,pge:18858-lz,Cefalù Landing,14.015900,38.035800,1,it,0,0,0,0,0,0,0,0,pge:18858-lz,,landing,0,pge:18858,pge
16704,pge:18859-lz,BallyMac.@Seven Heads Bay Landing,-8.705100,51.597800,60,ie,0,0,0,0,0,0,0,0,pge:18859-lz,,landing,0,pge:18859,pge
